facility_code,facility_name,date,date_year,date_quarter,date_month,category,vol_treated,pct_treated_in_time,pct_variation_treated_prior_year,vol_wait,vol_long_wait,pct_waiting_in_time_total,date_last_update,vol_long_wait_RFS,vol_long_wait_NRFS,pct_waiting_in_time_RFS
202,Queensland Children's,1/5/2017,2017,2,5,3,305,100,90.6,2229,0,100,6/6/2017,0,0,100
202,Queensland Children's,1/5/2017,2017,2,5,ALL,798,100,39.8,2901,0,100,6/6/2017,0,0,100
211,Atherton,1/5/2017,2017,2,5,1,2,100,-91.3,4,0,100,6/6/2017,0,0,100
211,Atherton,1/5/2017,2017,2,5,2,18,100,50,17,0,100,6/6/2017,0,0,100
211,Atherton,1/5/2017,2017,2,5,3,15,100,36.4,18,0,100,6/6/2017,0,0,100
211,Atherton,1/5/2017,2017,2,5,ALL,35,100,-23.9,39,0,100,6/6/2017,0,0,100
214,Cairns,1/5/2017,2017,2,5,1,310,72.3,31.4,261,11,95.8,6/6/2017,5,6,95.5
214,Cairns,1/5/2017,2017,2,5,2,204,97.5,32.5,744,16,97.8,6/6/2017,13,3,97
214,Cairns,1/5/2017,2017,2,5,3,175,99.4,50.9,1979,2,99.9,6/6/2017,2,0,99.9
214,Cairns,1/5/2017,2017,2,5,ALL,689,86.6,36.2,2984,29,99,6/6/2017,20,9,99.1
216,Cooktown,1/5/2017,2017,2,5,1,0,0,-100,0,0,0,6/6/2017,0,0,0
216,Cooktown,1/5/2017,2017,2,5,2,0,0,-100,0,0,0,6/6/2017,0,0,0
216,Cooktown,1/5/2017,2017,2,5,3,0,0,-100,3,0,100,6/6/2017,0,0,100
216,Cooktown,1/5/2017,2017,2,5,ALL,0,0,-100,3,0,100,6/6/2017,0,0,100
222,Innisfail,1/5/2017,2017,2,5,1,3,100,-50,1,0,100,6/6/2017,0,0,0
222,Innisfail,1/5/2017,2017,2,5,2,10,100,42.9,2,0,100,6/6/2017,0,0,100
222,Innisfail,1/5/2017,2017,2,5,3,4,100,100,17,0,100,6/6/2017,0,0,100
222,Innisfail,1/5/2017,2017,2,5,ALL,17,100,13.3,20,0,100,6/6/2017,0,0,100
223,Mareeba,1/5/2017,2017,2,5,1,3,100,200,0,0,0,6/6/2017,0,0,0
223,Mareeba,1/5/2017,2017,2,5,2,5,100,0,10,0,100,6/6/2017,0,0,100
223,Mareeba,1/5/2017,2017,2,5,3,3,100,-40,4,0,100,6/6/2017,0,0,100
223,Mareeba,1/5/2017,2017,2,5,ALL,11,100,0,14,0,100,6/6/2017,0,0,100
226,Thursday Island,1/5/2017,2017,2,5,1,3,100,-25,4,1,75,6/6/2017,1,0,75
226,Thursday Island,1/5/2017,2017,2,5,2,9,100,200,10,0,100,6/6/2017,0,0,100
226,Thursday Island,1/5/2017,2017,2,5,3,1,100,-91.7,5,2,60,6/6/2017,2,0,50
226,Thursday Island,1/5/2017,2017,2,5,ALL,13,100,-31.6,19,3,84.2,6/6/2017,3,0,83.3
228,Weipa,1/5/2017,2017,2,5,1,1,100,0,0,0,0,6/6/2017,0,0,0
228,Weipa,1/5/2017,2017,2,5,2,0,0,0,1,1,0,6/6/2017,1,0,0
228,Weipa,1/5/2017,2017,2,5,3,5,100,-16.7,13,2,84.6,6/6/2017,2,0,84.6
228,Weipa,1/5/2017,2017,2,5,ALL,6,100,0,14,3,78.6,6/6/2017,3,0,78.6
246,Mount Isa,1/5/2017,2017,2,5,1,19,100,-20.8,9,0,100,6/6/2017,0,0,100
246,Mount Isa,1/5/2017,2017,2,5,2,10,100,-67.7,31,0,100,6/6/2017,0,0,100
246,Mount Isa,1/5/2017,2017,2,5,3,23,100,109.1,90,0,100,6/6/2017,0,0,100
246,Mount Isa,1/5/2017,2017,2,5,ALL,52,100,-21.2,130,0,100,6/6/2017,0,0,100
934,Robina,1/5/2017,2017,2,5,1,126,100,4.1,61,0,100,6/6/2017,0,0,100
934,Robina,1/5/2017,2017,2,5,2,193,98.4,15.6,409,1,99.8,6/6/2017,0,1,100
934,Robina,1/5/2017,2017,2,5,3,90,100,-23.7,954,1,99.9,6/6/2017,0,1,100
934,Robina,1/5/2017,2017,2,5,ALL,409,99.3,0.7,1424,2,99.9,6/6/2017,0,2,100
936,Gold Coast University,1/5/2017,2017,2,5,1,459,100,12.5,319,0,100,6/6/2017,0,0,100
936,Gold Coast University,1/5/2017,2017,2,5,2,418,100,-0.2,1477,4,99.7,6/6/2017,3,1,99.7
936,Gold Coast University,1/5/2017,2017,2,5,3,222,100,-8.6,3671,2,99.9,6/6/2017,2,0,99.9
936,Gold Coast University,1/5/2017,2017,2,5,ALL,1099,100,2.7,5467,6,99.9,6/6/2017,5,1,99.9
99999,Queensland,1/5/2017,2017,2,5,1,4711,95.7,9.8,3123,29,99.1,6/6/2017,23,6,99.1
99999,Queensland,1/5/2017,2017,2,5,2,5245,95,5.5,12617,238,98.1,6/6/2017,198,40,98
99999,Queensland,1/5/2017,2017,2,5,3,3393,98.1,15.2,33337,61,99.8,6/6/2017,43,18,99.9
99999,Queensland,1/5/2017,2017,2,5,ALL,13349,96,9.4,49077,328,99.3,6/6/2017,264,64,99.4
1,Mater Adult,1/6/2017,2017,2,6,1,203,100,5.2,85,0,100,6/7/2017,0,0,100
1,Mater Adult,1/6/2017,2017,2,6,2,307,94.5,20.4,721,5,99.3,6/7/2017,3,2,99.5
1,Mater Adult,1/6/2017,2017,2,6,3,337,99.1,-5.1,2876,3,99.9,6/7/2017,0,3,100
1,Mater Adult,1/6/2017,2017,2,6,ALL,847,97.6,5.5,3682,8,99.8,6/7/2017,3,5,99.9
3,Mater Mothers',1/6/2017,2017,2,6,1,33,100,-47.6,8,0,100,6/7/2017,0,0,100
3,Mater Mothers',1/6/2017,2017,2,6,2,51,96.1,-20.3,80,0,100,6/7/2017,0,0,100
3,Mater Mothers',1/6/2017,2017,2,6,3,38,97.4,-7.3,254,0,100,6/7/2017,0,0,100
3,Mater Mothers',1/6/2017,2017,2,6,ALL,122,97.5,-27.4,342,0,100,6/7/2017,0,0,100
4,Prince Charles,1/6/2017,2017,2,6,1,107,100,-51.8,58,0,100,6/7/2017,0,0,100
4,Prince Charles,1/6/2017,2017,2,6,2,128,100,-14.1,287,0,100,6/7/2017,0,0,100
4,Prince Charles,1/6/2017,2017,2,6,3,213,100,16.4,956,0,100,6/7/2017,0,0,100
4,Prince Charles,1/6/2017,2017,2,6,ALL,448,100,-19.1,1301,0,100,6/7/2017,0,0,100
11,Princess Alexandra,1/6/2017,2017,2,6,1,574,100,4.2,275,1,99.6,6/7/2017,1,0,99.5
11,Princess Alexandra,1/6/2017,2017,2,6,2,502,91.8,-19.6,1132,30,97.3,6/7/2017,14,16,98.5
11,Princess Alexandra,1/6/2017,2017,2,6,3,181,92.8,3.4,1481,18,98.8,6/7/2017,11,7,99.2
11,Princess Alexandra,1/6/2017,2017,2,6,ALL,1257,95.7,-6.9,2888,49,98.3,6/7/2017,26,23,98.9
15,Ipswich,1/6/2017,2017,2,6,1,253,100,-12.2,74,0,100,6/7/2017,0,0,100
15,Ipswich,1/6/2017,2017,2,6,2,173,99.4,-13.1,524,0,100,6/7/2017,0,0,100
15,Ipswich,1/6/2017,2017,2,6,3,215,100,-17.6,1652,0,100,6/7/2017,0,0,100
15,Ipswich,1/6/2017,2017,2,6,ALL,641,99.8,-14.3,2250,0,100,6/7/2017,0,0,100
16,Redcliffe,1/6/2017,2017,2,6,1,148,81.1,-24.9,116,0,100,6/7/2017,0,0,100
16,Redcliffe,1/6/2017,2017,2,6,2,195,95.9,-3.9,428,0,100,6/7/2017,0,0,100
16,Redcliffe,1/6/2017,2017,2,6,3,91,94.5,12.3,829,0,100,6/7/2017,0,0,100
16,Redcliffe,1/6/2017,2017,2,6,ALL,434,90.6,-9.8,1373,0,100,6/7/2017,0,0,100
22,Queen Elizabeth II,1/6/2017,2017,2,6,1,168,95.2,1.8,126,0,100,6/7/2017,0,0,100
22,Queen Elizabeth II,1/6/2017,2017,2,6,2,170,92.4,-7.1,546,0,100,6/7/2017,0,0,100
22,Queen Elizabeth II,1/6/2017,2017,2,6,3,151,98.7,-10.7,1604,0,100,6/7/2017,0,0,100
22,Queen Elizabeth II,1/6/2017,2017,2,6,ALL,489,95.3,-5.4,2276,0,100,6/7/2017,0,0,100
28,Redland,1/6/2017,2017,2,6,1,50,100,8.7,25,0,100,6/7/2017,0,0,100
28,Redland,1/6/2017,2017,2,6,2,96,100,17.1,142,0,100,6/7/2017,0,0,100
28,Redland,1/6/2017,2017,2,6,3,80,100,21.2,172,0,100,6/7/2017,0,0,100
28,Redland,1/6/2017,2017,2,6,ALL,226,100,16.5,339,0,100,6/7/2017,0,0,100
29,Logan,1/6/2017,2017,2,6,1,57,100,-63,49,0,100,6/7/2017,0,0,100
29,Logan,1/6/2017,2017,2,6,2,143,99.3,-21,399,0,100,6/7/2017,0,0,100
29,Logan,1/6/2017,2017,2,6,3,204,100,46.8,1984,0,100,6/7/2017,0,0,100
29,Logan,1/6/2017,2017,2,6,ALL,404,99.8,-14.8,2432,0,100,6/7/2017,0,0,100
30,Caboolture,1/6/2017,2017,2,6,1,61,98.4,0,54,0,100,6/7/2017,0,0,100
30,Caboolture,1/6/2017,2017,2,6,2,77,100,-10.5,185,0,100,6/7/2017,0,0,100
30,Caboolture,1/6/2017,2017,2,6,3,52,100,48.6,463,0,100,6/7/2017,0,0,100
30,Caboolture,1/6/2017,2017,2,6,ALL,190,99.5,4.4,702,0,100,6/7/2017,0,0,100
32,Sunshine Coast University,1/6/2017,2017,2,6,1,131,96.2,0,106,0,100,6/7/2017,0,0,100
32,Sunshine Coast University,1/6/2017,2017,2,6,2,139,77,0,423,18,95.7,6/7/2017,16,2,95.4
32,Sunshine Coast University,1/6/2017,2017,2,6,3,67,92.5,0,890,8,99.1,6/7/2017,8,0,99
32,Sunshine Coast University,1/6/2017,2017,2,6,ALL,337,87.5,0,1419,26,98.2,6/7/2017,24,2,98
41,Beaudesert,1/6/2017,2017,2,6,1,0,0,-100,0,0,0,6/7/2017,0,0,0
41,Beaudesert,1/6/2017,2017,2,6,2,0,0,-100,5,0,100,6/7/2017,0,0,100
41,Beaudesert,1/6/2017,2017,2,6,3,10,100,25,25,0,100,6/7/2017,0,0,100
41,Beaudesert,1/6/2017,2017,2,6,ALL,10,100,-41.2,30,0,100,6/7/2017,0,0,100
43,Caloundra,1/6/2017,2017,2,6,1,6,100,-57.1,2,0,100,6/7/2017,0,0,100
43,Caloundra,1/6/2017,2017,2,6,2,49,98,-29,125,0,100,6/7/2017,0,0,100
43,Caloundra,1/6/2017,2017,2,6,3,3,100,-83.3,223,0,100,6/7/2017,0,0,100
43,Caloundra,1/6/2017,2017,2,6,ALL,58,98.3,-42.6,350,0,100,6/7/2017,0,0,100
49,Nambour,1/6/2017,2017,2,6,1,15,100,-91.8,7,0,100,6/7/2017,0,0,100
49,Nambour,1/6/2017,2017,2,6,2,57,94.7,-72.5,91,0,100,6/7/2017,0,0,100
49,Nambour,1/6/2017,2017,2,6,3,14,85.7,-88.1,49,0,100,6/7/2017,0,0,100
49,Nambour,1/6/2017,2017,2,6,ALL,86,94.2,-83,147,0,100,6/7/2017,0,0,100
62,Bundaberg,1/6/2017,2017,2,6,1,90,100,8.4,63,0,100,6/7/2017,0,0,100
62,Bundaberg,1/6/2017,2017,2,6,2,51,100,-10.5,110,0,100,6/7/2017,0,0,100
62,Bundaberg,1/6/2017,2017,2,6,3,64,100,-5.9,342,0,100,6/7/2017,0,0,100
62,Bundaberg,1/6/2017,2017,2,6,ALL,205,100,-1.4,515,0,100,6/7/2017,0,0,100
68,Gympie,1/6/2017,2017,2,6,1,20,90,33.3,9,0,100,6/7/2017,0,0,100
68,Gympie,1/6/2017,2017,2,6,2,21,66.7,-38.2,66,2,97,6/7/2017,1,1,98.2
68,Gympie,1/6/2017,2017,2,6,3,3,100,-78.6,67,0,100,6/7/2017,0,0,100
68,Gympie,1/6/2017,2017,2,6,ALL,44,79.5,-30.2,142,2,98.6,6/7/2017,1,1,99.2
69,Hervey Bay,1/6/2017,2017,2,6,1,52,100,-11.9,26,0,100,6/7/2017,0,0,100
69,Hervey Bay,1/6/2017,2017,2,6,2,55,100,-12.7,202,0,100,6/7/2017,0,0,100
69,Hervey Bay,1/6/2017,2017,2,6,3,29,100,-3.3,264,0,100,6/7/2017,0,0,100
69,Hervey Bay,1/6/2017,2017,2,6,ALL,136,100,-10.5,492,0,100,6/7/2017,0,0,100
70,Kingaroy,1/6/2017,2017,2,6,1,3,100,-75,2,0,100,6/7/2017,0,0,100
70,Kingaroy,1/6/2017,2017,2,6,2,11,100,57.1,28,0,100,6/7/2017,0,0,100
70,Kingaroy,1/6/2017,2017,2,6,3,1,100,-85.7,54,0,100,6/7/2017,0,0,100
70,Kingaroy,1/6/2017,2017,2,6,ALL,15,100,-42.3,84,0,100,6/7/2017,0,0,100
71,Maryborough,1/6/2017,2017,2,6,1,23,100,0,19,0,100,6/7/2017,0,0,100
71,Maryborough,1/6/2017,2017,2,6,2,33,100,-2.9,56,0,100,6/7/2017,0,0,100
71,Maryborough,1/6/2017,2017,2,6,3,18,100,125,69,0,100,6/7/2017,0,0,100
71,Maryborough,1/6/2017,2017,2,6,ALL,74,100,13.8,144,0,100,6/7/2017,0,0,100
91,Chinchilla,1/6/2017,2017,2,6,1,0,0,0,0,0,0,6/7/2017,0,0,0
91,Chinchilla,1/6/2017,2017,2,6,2,3,100,-40,3,0,100,6/7/2017,0,0,100
91,Chinchilla,1/6/2017,2017,2,6,3,1,100,-66.7,1,0,100,6/7/2017,0,0,100
91,Chinchilla,1/6/2017,2017,2,6,ALL,4,100,-50,4,0,100,6/7/2017,0,0,100
92,Dalby,1/6/2017,2017,2,6,1,1,100,0,2,0,100,6/7/2017,0,0,100
92,Dalby,1/6/2017,2017,2,6,2,9,100,-25,18,0,100,6/7/2017,0,0,100
92,Dalby,1/6/2017,2017,2,6,3,1,100,-83.3,7,0,100,6/7/2017,0,0,100
92,Dalby,1/6/2017,2017,2,6,ALL,11,100,-42.1,27,0,100,6/7/2017,0,0,100
93,Goondiwindi,1/6/2017,2017,2,6,1,0,0,-100,0,0,0,6/7/2017,0,0,0
93,Goondiwindi,1/6/2017,2017,2,6,2,2,100,-33.3,3,0,100,6/7/2017,0,0,100
93,Goondiwindi,1/6/2017,2017,2,6,3,0,0,0,10,0,100,6/7/2017,0,0,100
93,Goondiwindi,1/6/2017,2017,2,6,ALL,2,100,-50,13,0,100,6/7/2017,0,0,100
100,Stanthorpe,1/6/2017,2017,2,6,1,6,100,500,9,0,100,6/7/2017,0,0,100
100,Stanthorpe,1/6/2017,2017,2,6,2,8,100,60,19,0,100,6/7/2017,0,0,100
100,Stanthorpe,1/6/2017,2017,2,6,3,4,100,300,9,0,100,6/7/2017,0,0,100
100,Stanthorpe,1/6/2017,2017,2,6,ALL,18,100,157.1,37,0,100,6/7/2017,0,0,100
104,Toowoomba,1/6/2017,2017,2,6,1,155,100,4.7,77,0,100,6/7/2017,0,0,100
104,Toowoomba,1/6/2017,2017,2,6,2,182,100,-4.2,386,0,100,6/7/2017,0,0,100
104,Toowoomba,1/6/2017,2017,2,6,3,148,100,6.5,1786,0,100,6/7/2017,0,0,100
104,Toowoomba,1/6/2017,2017,2,6,ALL,485,100,1.7,2249,0,100,6/7/2017,0,0,100
105,Warwick,1/6/2017,2017,2,6,1,1,100,-80,4,0,100,6/7/2017,0,0,100
105,Warwick,1/6/2017,2017,2,6,2,16,100,23.1,14,0,100,6/7/2017,0,0,100
105,Warwick,1/6/2017,2017,2,6,3,2,100,-50,10,0,100,6/7/2017,0,0,100
105,Warwick,1/6/2017,2017,2,6,ALL,19,100,-13.6,28,0,100,6/7/2017,0,0,100
112,Charleville,1/6/2017,2017,2,6,1,2,100,-50,1,0,100,6/7/2017,0,0,100
112,Charleville,1/6/2017,2017,2,6,2,3,100,-25,12,0,100,6/7/2017,0,0,100
112,Charleville,1/6/2017,2017,2,6,3,2,100,0,20,0,100,6/7/2017,0,0,100
112,Charleville,1/6/2017,2017,2,6,ALL,7,100,-12.5,33,0,100,6/7/2017,0,0,100
119,Roma,1/6/2017,2017,2,6,1,11,100,120,14,1,92.9,6/7/2017,1,0,90.9
119,Roma,1/6/2017,2017,2,6,2,12,91.7,100,22,1,95.5,6/7/2017,1,0,95.2
119,Roma,1/6/2017,2017,2,6,3,80,100,900,279,0,100,6/7/2017,0,0,100
119,Roma,1/6/2017,2017,2,6,ALL,103,99,442.1,315,2,99.4,6/7/2017,2,0,99.3
120,St George,1/6/2017,2017,2,6,1,0,0,-100,0,0,0,6/7/2017,0,0,0
120,St George,1/6/2017,2017,2,6,2,4,100,300,10,0,100,6/7/2017,0,0,100
120,St George,1/6/2017,2017,2,6,3,1,100,-50,6,0,100,6/7/2017,0,0,100
120,St George,1/6/2017,2017,2,6,ALL,5,100,0,16,0,100,6/7/2017,0,0,100
133,Biloela,1/6/2017,2017,2,6,1,0,0,0,1,0,100,6/7/2017,0,0,100
133,Biloela,1/6/2017,2017,2,6,2,5,100,400,7,0,100,6/7/2017,0,0,100
133,Biloela,1/6/2017,2017,2,6,3,5,100,66.7,10,0,100,6/7/2017,0,0,100
133,Biloela,1/6/2017,2017,2,6,ALL,10,100,150,18,0,100,6/7/2017,0,0,100
135,Emerald,1/6/2017,2017,2,6,1,3,100,200,8,0,100,6/7/2017,0,0,100
135,Emerald,1/6/2017,2017,2,6,2,6,100,100,23,0,100,6/7/2017,0,0,100
135,Emerald,1/6/2017,2017,2,6,3,0,0,-100,12,0,100,6/7/2017,0,0,100
135,Emerald,1/6/2017,2017,2,6,ALL,9,100,-18.2,43,0,100,6/7/2017,0,0,100
136,Gladstone,1/6/2017,2017,2,6,1,26,100,-55.2,26,0,100,6/7/2017,0,0,100
136,Gladstone,1/6/2017,2017,2,6,2,33,97,22.2,101,1,99,6/7/2017,1,0,98.9
136,Gladstone,1/6/2017,2017,2,6,3,4,100,-63.6,166,0,100,6/7/2017,0,0,100
136,Gladstone,1/6/2017,2017,2,6,ALL,63,98.4,-34.4,293,1,99.7,6/7/2017,1,0,99.6
141,Rockhampton,1/6/2017,2017,2,6,1,101,100,-9,75,0,100,6/7/2017,0,0,100
141,Rockhampton,1/6/2017,2017,2,6,2,125,100,19,254,0,100,6/7/2017,0,0,100
141,Rockhampton,1/6/2017,2017,2,6,3,143,99.3,-33.2,1531,0,100,6/7/2017,0,0,100
141,Rockhampton,1/6/2017,2017,2,6,ALL,369,99.7,-14.2,1860,0,100,6/7/2017,0,0,100
156,Longreach,1/6/2017,2017,2,6,1,0,0,-100,0,0,0,6/7/2017,0,0,0
156,Longreach,1/6/2017,2017,2,6,2,1,100,0,0,0,0,6/7/2017,0,0,0
156,Longreach,1/6/2017,2017,2,6,3,1,100,-80,93,0,100,6/7/2017,0,0,100
156,Longreach,1/6/2017,2017,2,6,ALL,2,100,-71.4,93,0,100,6/7/2017,0,0,100
172,Mackay,1/6/2017,2017,2,6,1,90,100,-12.6,87,0,100,6/7/2017,0,0,100
172,Mackay,1/6/2017,2017,2,6,2,94,100,-25.4,373,0,100,6/7/2017,0,0,100
172,Mackay,1/6/2017,2017,2,6,3,37,100,-14,489,0,100,6/7/2017,0,0,100
172,Mackay,1/6/2017,2017,2,6,ALL,221,100,-18.8,949,0,100,6/7/2017,0,0,100
174,Proserpine,1/6/2017,2017,2,6,1,9,100,-40,7,0,100,6/7/2017,0,0,100
174,Proserpine,1/6/2017,2017,2,6,2,16,100,-33.3,77,0,100,6/7/2017,0,0,100
174,Proserpine,1/6/2017,2017,2,6,3,1,100,-85.7,26,0,100,6/7/2017,0,0,100
174,Proserpine,1/6/2017,2017,2,6,ALL,26,100,-43.5,110,0,100,6/7/2017,0,0,100
191,Ayr,1/6/2017,2017,2,6,1,0,0,-100,0,0,0,6/7/2017,0,0,0
191,Ayr,1/6/2017,2017,2,6,2,2,100,100,5,0,100,6/7/2017,0,0,100
191,Ayr,1/6/2017,2017,2,6,3,0,0,0,0,0,0,6/7/2017,0,0,0
191,Ayr,1/6/2017,2017,2,6,ALL,2,100,0,5,0,100,6/7/2017,0,0,100
193,Charters Towers,1/6/2017,2017,2,6,1,0,0,0,0,0,0,6/7/2017,0,0,0
193,Charters Towers,1/6/2017,2017,2,6,2,0,0,0,1,0,100,6/7/2017,0,0,100
193,Charters Towers,1/6/2017,2017,2,6,3,0,0,0,0,0,0,6/7/2017,0,0,0
193,Charters Towers,1/6/2017,2017,2,6,ALL,0,0,0,1,0,100,6/7/2017,0,0,100
196,Ingham,1/6/2017,2017,2,6,1,1,100,0,0,0,0,6/7/2017,0,0,0
196,Ingham,1/6/2017,2017,2,6,2,3,100,50,2,0,100,6/7/2017,0,0,100
196,Ingham,1/6/2017,2017,2,6,3,5,100,25,8,0,100,6/7/2017,0,0,100
196,Ingham,1/6/2017,2017,2,6,ALL,9,100,50,10,0,100,6/7/2017,0,0,100
200,Townsville,1/6/2017,2017,2,6,1,326,100,14.8,278,0,100,6/7/2017,0,0,100
200,Townsville,1/6/2017,2017,2,6,2,284,94,-1,1221,0,100,6/7/2017,0,0,100
200,Townsville,1/6/2017,2017,2,6,3,203,97.5,23,2831,0,100,6/7/2017,0,0,100
200,Townsville,1/6/2017,2017,2,6,ALL,813,97.3,10.5,4330,0,100,6/7/2017,0,0,100
201,Royal Brisbane & Women's,1/6/2017,2017,2,6,1,623,93.4,6.3,444,0,100,6/7/2017,0,0,100
201,Royal Brisbane & Women's,1/6/2017,2017,2,6,2,543,95,-10.7,1232,15,98.8,6/7/2017,15,0,98.6
201,Royal Brisbane & Women's,1/6/2017,2017,2,6,3,227,92.1,22,2701,5,99.8,6/7/2017,5,0,99.8
201,Royal Brisbane & Women's,1/6/2017,2017,2,6,ALL,1393,93.8,0.9,4377,20,99.5,6/7/2017,20,0,99.5
202,Queensland Children's,1/6/2017,2017,2,6,1,166,100,4.4,42,0,100,6/7/2017,0,0,100
202,Queensland Children's,1/6/2017,2017,2,6,2,305,100,11.3,626,0,100,6/7/2017,0,0,100
202,Queensland Children's,1/6/2017,2017,2,6,3,302,100,31.3,2127,0,100,6/7/2017,0,0,100
202,Queensland Children's,1/6/2017,2017,2,6,ALL,773,100,16.6,2795,0,100,6/7/2017,0,0,100
211,Atherton,1/6/2017,2017,2,6,1,8,100,14.3,0,0,0,6/7/2017,0,0,0
211,Atherton,1/6/2017,2017,2,6,2,17,100,54.5,15,0,100,6/7/2017,0,0,100
211,Atherton,1/6/2017,2017,2,6,3,9,100,0,20,0,100,6/7/2017,0,0,100
211,Atherton,1/6/2017,2017,2,6,ALL,34,100,25.9,35,0,100,6/7/2017,0,0,100
214,Cairns,1/6/2017,2017,2,6,1,245,93.9,-19.1,235,2,99.1,6/7/2017,1,1,99.1
214,Cairns,1/6/2017,2017,2,6,2,202,99,14.1,801,17,97.9,6/7/2017,15,2,97.2
214,Cairns,1/6/2017,2017,2,6,3,223,97.3,79.8,2097,2,99.9,6/7/2017,2,0,99.9
214,Cairns,1/6/2017,2017,2,6,ALL,670,96.6,10.9,3133,21,99.3,6/7/2017,18,3,99.3
216,Cooktown,1/6/2017,2017,2,6,1,0,0,0,1,0,100,6/7/2017,0,0,100
216,Cooktown,1/6/2017,2017,2,6,2,4,100,0,0,0,0,6/7/2017,0,0,0
216,Cooktown,1/6/2017,2017,2,6,3,2,100,0,1,0,100,6/7/2017,0,0,100
216,Cooktown,1/6/2017,2017,2,6,ALL,6,100,0,2,0,100,6/7/2017,0,0,100
222,Innisfail,1/6/2017,2017,2,6,1,1,100,-83.3,2,0,100,6/7/2017,0,0,100
222,Innisfail,1/6/2017,2017,2,6,2,0,0,-100,1,0,100,6/7/2017,0,0,100
222,Innisfail,1/6/2017,2017,2,6,3,8,100,33.3,12,0,100,6/7/2017,0,0,100
222,Innisfail,1/6/2017,2017,2,6,ALL,9,100,-52.6,15,0,100,6/7/2017,0,0,100
223,Mareeba,1/6/2017,2017,2,6,1,1,100,-66.7,3,0,100,6/7/2017,0,0,100
223,Mareeba,1/6/2017,2017,2,6,2,7,100,133.3,10,0,100,6/7/2017,0,0,100
223,Mareeba,1/6/2017,2017,2,6,3,1,100,0,4,0,100,6/7/2017,0,0,100
223,Mareeba,1/6/2017,2017,2,6,ALL,9,100,50,17,0,100,6/7/2017,0,0,100
226,Thursday Island,1/6/2017,2017,2,6,1,9,88.9,80,1,0,100,6/7/2017,0,0,100
226,Thursday Island,1/6/2017,2017,2,6,2,4,75,100,3,0,100,6/7/2017,0,0,100
226,Thursday Island,1/6/2017,2017,2,6,3,0,0,-100,3,0,100,6/7/2017,0,0,100
226,Thursday Island,1/6/2017,2017,2,6,ALL,13,84.6,62.5,7,0,100,6/7/2017,0,0,100
228,Weipa,1/6/2017,2017,2,6,1,0,0,0,0,0,0,6/7/2017,0,0,0
228,Weipa,1/6/2017,2017,2,6,2,0,0,0,0,0,0,6/7/2017,0,0,0
228,Weipa,1/6/2017,2017,2,6,3,0,0,0,10,2,80,6/7/2017,2,0,80
228,Weipa,1/6/2017,2017,2,6,ALL,0,0,0,10,2,80,6/7/2017,2,0,80
246,Mount Isa,1/6/2017,2017,2,6,1,18,100,-5.3,11,0,100,6/7/2017,0,0,100
246,Mount Isa,1/6/2017,2017,2,6,2,22,100,-35.3,31,0,100,6/7/2017,0,0,100
246,Mount Isa,1/6/2017,2017,2,6,3,15,100,0,86,0,100,6/7/2017,0,0,100
246,Mount Isa,1/6/2017,2017,2,6,ALL,55,100,-19.1,128,0,100,6/7/2017,0,0,100
934,Robina,1/6/2017,2017,2,6,1,123,100,-2.4,61,0,100,6/7/2017,0,0,100
934,Robina,1/6/2017,2017,2,6,2,189,99.5,8.6,415,0,100,6/7/2017,0,0,100
934,Robina,1/6/2017,2017,2,6,3,94,100,10.6,975,0,100,6/7/2017,0,0,100
934,Robina,1/6/2017,2017,2,6,ALL,406,99.8,5.5,1451,0,100,6/7/2017,0,0,100
936,Gold Coast University,1/6/2017,2017,2,6,1,486,100,12.5,296,0,100,6/7/2017,0,0,100
936,Gold Coast University,1/6/2017,2017,2,6,2,405,99,0.2,1579,0,100,6/7/2017,0,0,100
936,Gold Coast University,1/6/2017,2017,2,6,3,196,99.5,-12.1,3820,0,100,6/7/2017,0,0,100
936,Gold Coast University,1/6/2017,2017,2,6,ALL,1087,99.5,2.6,5695,0,100,6/7/2017,0,0,100
99999,Queensland,1/6/2017,2017,2,6,1,4521,97.7,-5.9,2847,4,99.9,6/7/2017,3,1,99.9
99999,Queensland,1/6/2017,2017,2,6,2,4933,96,-3.1,12952,90,99.3,6/7/2017,67,23,99.4
99999,Queensland,1/6/2017,2017,2,6,3,3588,98.3,8.8,33570,39,99.9,6/7/2017,29,10,99.9
99999,Queensland,1/6/2017,2017,2,6,ALL,13042,97.2,-1.2,49369,133,99.7,6/7/2017,99,34,99.8
1,Mater Adult,1/7/2017,2017,3,7,1,173,100,-2.8,82,0,100,5/8/2017,0,0,100
1,Mater Adult,1/7/2017,2017,3,7,2,259,97.7,18.3,662,4,99.4,5/8/2017,4,0,99.3
1,Mater Adult,1/7/2017,2017,3,7,3,324,98.1,3.5,2749,0,100,5/8/2017,0,0,100
1,Mater Adult,1/7/2017,2017,3,7,ALL,756,98.4,6.5,3493,4,99.9,5/8/2017,4,0,99.9
3,Mater Mothers',1/7/2017,2017,3,7,1,16,100,-68.6,8,0,100,5/8/2017,0,0,100
3,Mater Mothers',1/7/2017,2017,3,7,2,47,100,-28.8,109,0,100,5/8/2017,0,0,100
3,Mater Mothers',1/7/2017,2017,3,7,3,64,100,33.3,255,0,100,5/8/2017,0,0,100
3,Mater Mothers',1/7/2017,2017,3,7,ALL,127,100,-23,372,0,100,5/8/2017,0,0,100
